RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,30.11.22,31.01.23,31.10.23,
394658,131,"Gulfport, MS",msa,MS,31.10.22,0.1,0.1,0.4,
394820,132,"Manchester, NH",msa,NH,31.10.22,0.5,0.8,2.1,
394612,133,"Fort Wayne, IN",msa,IN,31.10.22,0.1,0.4,1.7,
394596,134,"Flint, MI",msa,MI,31.10.22,0.4,1,2.2,
394327,135,"Anchorage, AK",msa,AK,31.10.22,0.2,-0.5,-4,
394972,136,"Peoria, IL",msa,IL,31.10.22,0,-0.1,-2.9,
394439,137,"Canton, OH",msa,OH,31.10.22,0.5,1.1,1.7,
395070,138,"Savannah, GA",msa,GA,31.10.22,0.8,1.6,3,
394901,139,"Naples, FL",msa,FL,31.10.22,-0.1,0.5,3.5,
395096,140,"Shreveport, LA",msa,LA,31.10.22,-0.2,-0.6,-4.3,
394372,141,"Beaumont, TX",msa,TX,31.10.22,0.5,0.4,-1,
395146,142,"Tallahassee, FL",msa,FL,31.10.22,0.5,0.6,1,
394576,143,"Eugene, OR",msa,OR,31.10.22,-0.1,0.1,1.9,
394520,144,"Davenport, IA",msa,IL,31.10.22,0.2,0,-2.5,
394927,145,"Ocala, FL",msa,FL,31.10.22,0.4,1.1,5.2,
394875,146,"Montgomery, AL",msa,AL,31.10.22,0.2,0.4,-0.2,
394679,147,"Hickory, NC",msa,NC,31.10.22,0.7,1.8,3.8,
395164,148,"Trenton, NJ",msa,NJ,31.10.22,0.6,0.4,0.4,
394332,149,"Ann Arbor, MI",msa,MI,31.10.22,0.4,0.5,-0.8,
394602,150,"Fort Collins, CO",msa,CO,31.10.22,0.2,0.1,0.1,
394697,151,"Huntington, WV",msa,OH,31.10.22,0.3,0.3,-1.6,
394796,152,"Lincoln, NE",msa,NE,31.10.22,0.7,1.2,1.1,
395033,153,"Rockford, IL",msa,IL,31.10.22,0.4,1,1.2,
394645,154,"Greeley, CO",msa,CO,31.10.22,-0.1,0,0.5,
394622,155,"Gainesville, FL",msa,FL,31.10.22,0.7,0.9,1.9,
394405,156,"Boulder, CO",msa,CO,31.10.22,0.2,0.8,0.5,
394808,157,"Lubbock, TX",msa,TX,31.10.22,0.1,-0.1,-1,
395109,158,"Spartanburg, SC",msa,SC,31.10.22,0.2,0.5,2.9,
394646,159,"Green Bay, WI",msa,WI,31.10.22,0.7,1.7,2.5,
395107,160,"South Bend, IN",msa,IN,31.10.22,1,1.9,3.6,
394488,161,"Columbus, GA",msa,GA,31.10.22,0.5,0.8,0.9,
394579,162,"Evansville, IN",msa,IN,31.10.22,0.5,0.7,0.6,
394471,163,"Clarksville, TN",msa,TN,31.10.22,0.2,1.1,3.6,
395028,164,"Roanoke, VA",msa,VA,31.10.22,0.6,0.9,0.8,
394747,165,"Kingsport, TN",msa,TN,31.10.22,0.7,1.6,2.1,
394741,166,"Kennewick, WA",msa,WA,31.10.22,0,0.5,2.8,
395229,167,"Wilmington, NC",msa,NC,31.10.22,0.5,1.2,3.3,
394937,168,"Olympia, WA",msa,WA,31.10.22,-0.1,-0.5,2.3,
394660,169,"Hagerstown, MD",msa,MD,31.10.22,0.1,0.4,0.9,
753875,170,"Crestview, FL",msa,FL,31.10.22,0.2,0.7,3.5,
394543,171,"Duluth, MN",msa,MN,31.10.22,0.4,0.9,0.7,
395179,172,"Utica, NY",msa,NY,31.10.22,0.6,1.5,2.4,
394803,173,"Longview, TX",msa,TX,31.10.22,0.4,0.3,-1.7,
395061,174,"San Luis Obispo, CA",msa,CA,31.10.22,-0.1,-0.5,-1,
394851,175,"Merced, CA",msa,CA,31.10.22,-0.7,-0.9,0.2,
394772,176,"Laredo, TX",msa,TX,31.10.22,0.8,1.6,-0.5,
395197,177,"Waco, TX",msa,TX,31.10.22,0.4,1.5,4.4,
394447,178,"Cedar Rapids, IA",msa,IA,31.10.22,-0.1,-0.6,-2.2,
395103,179,"Sioux Falls, SD",msa,SD,31.10.22,0.5,1.1,1.3,
394412,180,"Bremerton, WA",msa,WA,31.10.22,-0.1,0.1,2.5,
395065,181,"Santa Cruz, CA",msa,CA,31.10.22,0.4,-0.1,0,
394572,182,"Erie, PA",msa,PA,31.10.22,0.7,1.4,1.4,
394483,183,"College Station, TX",msa,TX,31.10.22,0.8,1.5,0.4,
394732,184,"Kalamazoo, MI",msa,MI,31.10.22,0.2,0.4,1.5,
394323,185,"Amarillo, TX",msa,TX,31.10.22,0.2,0.3,0.1,
394924,186,"Norwich, CT",msa,CT,31.10.22,0.7,0.9,0.5,
394811,187,"Lynchburg, VA",msa,VA,31.10.22,0.5,0.7,0.9,
394348,188,"Atlantic City, NJ",msa,NJ,31.10.22,1.1,2.8,5.5,
394455,189,"Charleston, WV",msa,WV,31.10.22,0.8,0.6,-2.5,
395171,190,"Tuscaloosa, AL",msa,AL,31.10.22,0.5,0.7,0.5,
395240,191,"Yakima, WA",msa,WA,31.10.22,0.2,0.9,3.5,
394609,192,"Fort Smith, AR",msa,AR,31.10.22,0.4,0.6,-0.4,
394585,193,"Fargo, ND",msa,ND,31.10.22,0.8,0.8,-2,
845160,194,"Prescott Valley, AZ",msa,AZ,31.10.22,0.7,1.4,4.4,
394334,195,"Appleton, WI",msa,WI,31.10.22,0.6,1,2.2,
394387,196,"Binghamton, NY",msa,NY,31.10.22,0.5,0.9,0.6,
395174,197,"Tyler, TX",msa,TX,31.10.22,0.6,1.1,1.8,
753895,198,"Lafayette, IN",msa,IN,31.10.22,0.7,1.4,2.7,
394378,199,"Bellingham, WA",msa,WA,31.10.22,0.1,0.8,3.6,
395161,200,"Topeka, KS",msa,KS,31.10.22,0.4,0.5,0.2,
394813,201,"Macon, GA",msa,GA,31.10.22,0.9,1.6,3.5,
394519,202,"Daphne, AL",msa,AL,31.10.22,0.8,2.2,5.1,
394681,203,"Hilton Head Island, SC",msa,SC,31.10.22,0.8,2,4.1,
394454,204,"Champaign, IL",msa,IL,31.10.22,0.2,0.2,-1.8,
395030,205,"Rochester, MN",msa,MN,31.10.22,0.2,0.2,-0.6,
394848,206,"Medford, OR",msa,OR,31.10.22,-0.4,-0.8,-1.3,
394773,207,"Las Cruces, NM",msa,NM,31.10.22,0.9,1,1.4,
394429,208,"Burlington, VT",msa,VT,31.10.22,0.8,1.4,1.6,
394459,209,"Charlottesville, VA",msa,VA,31.10.22,0.4,0.4,-0.6,
395247,210,"Yuma, AZ",msa,AZ,31.10.22,0.8,2,5.2,
845164,211,"Lebanon, NH",msa,NH,31.10.22,0.9,1.9,3.6,
394765,212,"Lake Havasu City, AZ",msa,AZ,31.10.22,-0.3,-0.5,3.2,
394346,213,"Athens, GA",msa,GA,31.10.22,0.5,1.2,3.3,
394361,214,"Barnstable Town, MA",msa,MA,31.10.22,0.4,0.9,2.7,
394464,215,"Chico, CA",msa,CA,31.10.22,-0.3,-1.3,-1.4,
394763,216,"Lake Charles, LA",msa,LA,31.10.22,0.8,0.3,-3.6,
394485,217,"Columbia, MO",msa,MO,31.10.22,0.8,1.7,1.3,
394691,218,"Houma, LA",msa,LA,31.10.22,0.3,0.3,-3.4,
394623,219,"Gainesville, GA",msa,GA,31.10.22,0.1,0.5,3.1,
394565,220,"Elkhart, IN",msa,IN,31.10.22,0.1,0.2,1.5,
395114,221,"Springfield, IL",msa,IL,31.10.22,0.3,-0.2,-2.5,
394726,222,"Johnson City, TN",msa,TN,31.10.22,0.8,0.9,1.2,
394597,223,"Florence, SC",msa,SC,31.10.22,0.1,0.1,-0.5,
394716,224,"Jacksonville, NC",msa,NC,31.10.22,0.7,1.5,3.3,
394680,225,"Hilo, HI",msa,HI,31.10.22,0.1,0.3,1.7,
395118,226,"St. Cloud, MN",msa,MN,31.10.22,0.1,0.3,0.2,
394380,227,"Bend, OR",msa,OR,31.10.22,-0.1,-0.7,1.7,
394872,228,"Monroe, LA",msa,LA,31.10.22,-0.2,-0.7,-3.5,
395011,229,"Racine, WI",msa,WI,31.10.22,0.2,0.5,1.1,
395009,230,"Punta Gorda, FL",msa,FL,31.10.22,0.3,0.6,4.6,
395047,231,"Saginaw, MI",msa,MI,31.10.22,0.9,1.8,3.7,
395202,232,"Warner Robins, GA",msa,GA,31.10.22,0.8,1.6,2.5,
395151,233,"Terre Haute, IN",msa,IN,31.10.22,0.4,0.5,0.3,
395119,234,"St. George, UT",msa,UT,31.10.22,-0.9,-2.1,1.1,
394386,235,"Billings, MT",msa,MT,31.10.22,0.1,0.4,0.3,
394860,236,"Midland, TX",msa,TX,31.10.22,-0.2,-1,-3.4,
394539,237,"Dover, DE",msa,DE,31.10.22,0.4,0.8,1.3,
394651,238,"Greenville, NC",msa,NC,31.10.22,0.1,0.3,2,
394406,239,"Bowling Green, KY",msa,KY,31.10.22,0.7,1.4,0.9,
394559,240,"El Centro, CA",msa,CA,31.10.22,-0.8,-1.8,0.7,
394729,241,"Joplin, MO",msa,MO,31.10.22,0.7,1.6,2.9,
395162,242,"Torrington, CT",msa,CT,31.10.22,0.5,0.9,1.3,
394712,243,"Jackson, TN",msa,TN,31.10.22,0.8,1.9,4.3,
395018,244,"Redding, CA",msa,CA,31.10.22,-0.6,-0.7,-0.8,
394748,245,"Kingston, NY",msa,NY,31.10.22,0.6,1.3,4.3,
395246,246,"Yuba City, CA",msa,CA,31.10.22,-1.3,-1.7,-1,
394707,247,"Iowa City, IA",msa,IA,31.10.22,-0.7,-0.7,-3.6,
394896,248,"Muskegon, MI",msa,MI,31.10.22,-0.1,1.3,4.2,
394299,249,"Abilene, TX",msa,TX,31.10.22,0.3,0.5,0.3,
394944,250,"Oshkosh, WI",msa,WI,31.10.22,0.6,1.3,1.8,
394428,251,"Burlington, NC",msa,NC,31.10.22,0.4,0.4,3.8,
394960,252,"Panama City, FL",msa,FL,31.10.22,0.3,0.3,2.2,
753869,253,"Bloomington, IL",msa,IL,31.10.22,0.5,0.8,-0.4,
394480,254,"Coeur d'Alene, ID",msa,ID,31.10.22,1.1,2.5,7.7,
394553,255,"East Stroudsburg, PA",msa,PA,31.10.22,0.8,1.8,6.4,
394555,256,"Eau Claire, WI",msa,WI,31.10.22,0.6,0.6,1.6,
395007,257,"Pueblo, CO",msa,CO,31.10.22,-0.7,-0.8,2.7,
394671,258,"Hattiesburg, MS",msa,MS,31.10.22,0.2,0,-1.7,
394393,259,"Bloomington, IN",msa,IN,31.10.22,0.3,0.7,1.8,
395210,260,"Waterloo, IA",msa,IA,31.10.22,0.5,0.7,-1.4,
394731,261,"Kahului, HI",msa,HI,31.10.22,0.3,0.5,2.3,
394930,262,"Odessa, TX",msa,TX,31.10.22,0,-0.4,-5.1,
394392,263,"Blacksburg, VA",msa,VA,31.10.22,0.4,0.5,-0.2,
394351,264,"Auburn, AL",msa,AL,31.10.22,0.7,1.4,3.3,
395170,265,"Tupelo, MS",msa,MS,31.10.22,0.3,0.3,-1,
395215,266,"Wausau, WI",msa,WI,31.10.22,0.6,0.7,0.5,
394720,267,"Janesville, WI",msa,WI,31.10.22,0.2,0.1,0.6,
395079,268,"Sebastian, FL",msa,FL,31.10.22,0.3,0.8,3.7,
395125,269,"State College, PA",msa,PA,31.10.22,0.4,0.5,-0.9,
394814,270,"Madera, CA",msa,CA,31.10.22,0.1,0.1,1.6,
394710,271,"Jackson, MI",msa,MI,31.10.22,0.3,1.3,2.9,
394453,272,"Chambersburg, PA",msa,PA,31.10.22,0.7,0.9,0.9,
394639,273,"Grand Junction, CO",msa,CO,31.10.22,0.5,1.1,2.8,
394703,274,"Idaho Falls, ID",msa,ID,31.10.22,0.2,0.8,6.1,
394563,275,"Elizabethtown, KY",msa,KY,31.10.22,0.4,0.6,1,
394917,276,"Niles, MI",msa,MI,31.10.22,0,0.1,0.7,
394685,277,"Homosassa Springs, FL",msa,FL,31.10.22,0.6,1.3,5.5,
394523,278,"Decatur, AL",msa,AL,31.10.22,1,2,3.2,
394662,279,"Hanford, CA",msa,CA,31.10.22,-0.1,0.3,1.4,
394493,280,"Concord, NH",msa,NH,31.10.22,0.6,1.4,3.3,
395223,281,"Wichita Falls, TX",msa,TX,31.10.22,-0.2,0,-0.3,
395066,282,"Santa Fe, NM",msa,NM,31.10.22,-0.5,-1.1,0.2,
394359,283,"Bangor, ME",msa,ME,31.10.22,0.6,1.1,3.3,
395163,284,"Traverse City, MI",msa,MI,31.10.22,0.4,0.8,2.8,
394314,285,"Alexandria, LA",msa,LA,31.10.22,0.1,-0.5,-4.8,
394873,286,"Monroe, MI",msa,MI,31.10.22,-0.6,-1,-1.8,
394537,287,"Dothan, AL",msa,AL,31.10.22,0.5,0.5,-0.1,
394723,288,"Jefferson City, MO",msa,MO,31.10.22,0.5,1.1,1.3,
395152,289,"Texarkana, TX",msa,TX,31.10.22,0.6,1,0.8,
394598,290,"Florence, AL",msa,AL,31.10.22,0.3,0.9,1.3,
395182,291,"Valdosta, GA",msa,GA,31.10.22,0.4,0.6,1.2,
394802,292,"London, KY",msa,KY,31.10.22,0.8,1.3,0.5,
395193,293,"Vineland, NJ",msa,NJ,31.10.22,0.8,2.1,3.3,
395036,294,"Rocky Mount, NC",msa,NC,31.10.22,0.5,1.1,2.4,
845167,295,"Ottawa, IL",msa,IL,31.10.22,0,-0.1,-1.2,
394306,296,"Albany, GA",msa,GA,31.10.22,0.3,0.3,-0.7,
395102,297,"Sioux City, IA",msa,IA,31.10.22,0.5,1,-0.3,
395013,298,"Rapid City, SD",msa,SD,31.10.22,0.5,0.9,2.1,
394800,299,"Logan, UT",msa,UT,31.10.22,0,0.6,4.8,
394880,300,"Morristown, TN",msa,TN,31.10.22,1.2,2,4.5,
394515,301,"Dalton, GA",msa,GA,31.10.22,0.7,1.2,2.7,
394595,302,"Flagstaff, AZ",msa,AZ,31.10.22,0,-0.1,2.9,
395232,303,"Winchester, VA",msa,VA,31.10.22,0,-0.1,-0.5,
394783,304,"Lebanon, PA",msa,PA,31.10.22,0.8,1.5,2.1,
395000,305,"Pottsville, PA",msa,PA,31.10.22,0.5,0.9,2.8,
394879,306,"Morgantown, WV",msa,WV,31.10.22,0.4,-0.1,-1.9,
395139,307,"Sumter, SC",msa,SC,31.10.22,0.7,1.3,1.2,
395153,308,"The Villages, FL",msa,FL,31.10.22,-0.5,-0.8,0.9,
395094,309,"Sherman, TX",msa,TX,31.10.22,0.2,0.2,3.5,
395221,310,"Wheeling, WV",msa,OH,31.10.22,0.3,0.5,0,
394756,311,"La Crosse, WI",msa,WI,31.10.22,0.6,0.9,0.7,
394661,312,"Hammond, LA",msa,LA,31.10.22,0.5,0.6,-1.4,
394900,313,"Napa, CA",msa,CA,31.10.22,0.2,-0.9,-2.4,
394668,314,"Harrisonburg, VA",msa,VA,31.10.22,0.5,1.2,0.3,
394728,315,"Jonesboro, AR",msa,AR,31.10.22,0.2,0.6,0.6,
394442,316,"Carbondale, IL",msa,IL,31.10.22,0.3,0.4,-1.8,
394577,317,"Eureka, CA",msa,CA,31.10.22,-0.6,-1.1,-0.8,
395117,318,"Springfield, OH",msa,OH,31.10.22,-0.1,-0.3,0.3,
394368,319,"Battle Creek, MI",msa,MI,31.10.22,0,0.4,1.3,
394307,320,"Albany, OR",msa,OR,31.10.22,0.4,1.2,3.8,
394890,321,"Mount Vernon, WA",msa,WA,31.10.22,0,-0.9,1,
394821,322,"Manhattan, KS",msa,KS,31.10.22,0.4,0.1,-2.4,
394810,323,"Lumberton, NC",msa,NC,31.10.22,0.5,1.6,2.3,
394390,324,"Bismarck, ND",msa,ND,31.10.22,0.1,-0.1,-3.3,
394727,325,"Johnstown, PA",msa,PA,31.10.22,0.6,1,0.5,
395098,326,"Sierra Vista, AZ",msa,AZ,31.10.22,1.1,2.4,4.8,
394780,327,"Lawton, OK",msa,OK,31.10.22,0.4,0.4,-1.4,
394719,328,"Jamestown, NY",msa,NY,31.10.22,0.5,1.3,3.6,
394474,329,"Cleveland, TN",msa,TN,31.10.22,0.1,0.3,2.4,
394983,330,"Pittsfield, MA",msa,MA,31.10.22,0.1,0.6,1.1,
394325,331,"Ames, IA",msa,IA,31.10.22,0.6,0.3,-2.1,
395128,332,"Staunton, VA",msa,VA,31.10.22,0.4,0.7,-0.5,
394633,333,"Glens Falls, NY",msa,NY,31.10.22,0.8,1.8,1.6,
394635,334,"Goldsboro, NC",msa,NC,31.10.22,0.8,1.4,2.3,
394588,335,"Farmington, NM",msa,NM,31.10.22,0,0,2.9,
394905,336,"New Bern, NC",msa,NC,31.10.22,0.7,1.2,2,
394353,337,"Augusta, ME",msa,ME,31.10.22,0.3,0.9,4.2,
395054,338,"San Angelo, TX",msa,TX,31.10.22,0.7,1.1,0.1,
395120,339,"St. Joseph, MO",msa,MO,31.10.22,0.6,1.1,0.3,
394778,340,"Lawrence, KS",msa,KS,31.10.22,0.4,0.1,-0.3,
394867,341,"Missoula, MT",msa,MT,31.10.22,-0.6,-0.7,2.9,
395218,342,"Wenatchee, WA",msa,WA,31.10.22,0.1,0,1.9,
394321,343,"Altoona, PA",msa,PA,31.10.22,0.5,0.4,-2.2,
394824,344,"Mansfield, OH",msa,OH,31.10.22,0.1,0.3,1.7,
394949,345,"Owensboro, KY",msa,KY,31.10.22,0.6,1.7,2.8,
394423,346,"Brunswick, GA",msa,GA,31.10.22,0.8,1.9,3.3,
753890,347,"Holland, MI",msa,MI,31.10.22,0.2,0.8,1.7,
